timestamp,symbol,pnl,total_value,action
,,-0.9601953029632568,1500.0,0
,,-0.8458203077316284,1500.0,0
,,-1.273867130279541,1500.0,0
,,-7.1201171875,1500.0,0
,,-1.559999942779541,1500.0,2
,,-1.2978124618530273,1500.0,2
,,-0.23039062321186066,1500.0,2
,,-1.1333203315734863,1500.0,2
,,-0.4505078196525574,1500.0,2
,,-1.8253905773162842,1500.0,2
,,-0.4585937559604645,1500.0,0
,,-0.21519531309604645,1500.0,2
,,-0.004570312332361937,1500.0,2
,,-0.8520312309265137,1500.0,2
,,-0.6597265601158142,1500.0,0
,,-0.42531248927116394,1500.0,0
,,-0.47171875834465027,1500.0,0
,,-1.1816797256469727,1500.0,0
,,-0.4996874928474426,1500.0,0
,,-0.6051952838897705,1500.0,1
,,-0.2590332329273224,1500.215185523419,1
,,0.2212597131729126,1500.4792577360408,1
,,-0.3777061402797699,1500.5108484850684,1
,,-0.14743779599666595,1500.8795435019342,1
,,-0.547279953956604,1500.3389822712847,1
,,-0.19195930659770966,1500.3469057803989,1
,,-0.6793500185012817,1500.0874385672912,1
,,0.3099503517150879,1500.6773889127658,1
,,-0.7623544931411743,1501.09772970345,1
,,-2.0900015830993652,1499.2199144946696,1
,,-0.21858832240104675,1499.5720666053007,1
,,-1.1697348356246948,1498.582030944393,1
,,-1.744218111038208,1498.2612702840504,1
,,-4.921638011932373,1495.6224084490286,1
,,-4.693763732910156,1491.2764698824683,1
,,0.27667418122291565,1491.939017545362,1
,,-1.2200638055801392,1491.1850732980156,1
,,-1.3155159950256348,1490.2553175971836,1
,,0.15855354070663452,1491.0325261102928,1
,,0.9070813655853271,1492.3112805616415,1
,,-1.0875440835952759,1491.5379016914958,1
,,-0.9861978888511658,1490.880822984319,1
,,-0.8271059393882751,1490.1859139460412,1
,,-0.14321020245552063,1490.4541246148779,1
,,-1.4574984312057495,1489.566161530397,1
,,-1.4403128623962402,1488.3217457246863,1
,,-1.1810903549194336,1487.909035429658,1
,,-2.0152482986450195,1486.2047698172985,1
,,-0.021937444806098938,1486.8779856377555,1
,,0.5795942544937134,1488.4302433763528,1
,,1.9284197092056274,1490.6268253605535,1
,,0.084400974214077,1491.220513635895,1
,,-1.3025267124176025,1490.068426311829,1
,,0.22579407691955566,1492.7016359423749,1
,,-5.776467323303223,1487.1452107375394,1
,,-1.099159598350525,1486.664386705671,1
,,-3.4942800998687744,1485.257271259963,1
,,4.659653186798096,1490.0868375837051,1
,,0.14406034350395203,1490.460359447565,1
,,-2.571700096130371,1489.946135122224,1
,,3.928170919418335,1494.7402688039122,1
,,-2.129446268081665,1492.7223189241058,1
,,-2.2384369373321533,1492.4776934346282,1
,,3.1732263565063477,1497.1447906857918,1
,,2.5208380222320557,1500.6514100496213,1
,,-2.3562064170837402,1498.3310913212354,1
,,-0.6890721917152405,1498.2504874172903,1
,,-1.5263824462890625,1496.8203705784338,1
,,-2.5204479694366455,1496.6008217033216,1
,,2.77944278717041,1502.0225692303882,1
,,5.301877975463867,1508.2610487086931,1
,,1.7243926525115967,1510.4733319510435,1
,,-1.4365774393081665,1509.3204655060458,1
,,-3.448025941848755,1506.2860333324963,1
,,0.09667454659938812,1507.2639969392574,1
,,0.875271201133728,1509.3484478293412,1
,,-4.230724811553955,1506.4877232354174,1
,,-5.0625386238098145,1503.2457705807813,1
,,-4.477875232696533,1498.9366537812648,1
,,-0.2880508601665497,1499.333644275273,1
,,1.0924887657165527,1500.9540627287627,1
,,0.7909697890281677,1502.2042512853463,1
,,-1.183209776878357,1501.1166273915246,1
,,-0.8516111969947815,1500.8902115092553,1
,,-2.401782751083374,1499.4091367562592,1
,,-2.5974156856536865,1497.2291794353216,1
,,0.4862149953842163,1498.2117529866891,1
,,-1.8950231075286865,1497.039807280835,1
,,-3.4778003692626953,1495.3332752715698,1
,,-4.502102375030518,1491.1465107516422,1
,,0.08713724464178085,1491.8729079003929,1
,,1.2649970054626465,1493.3688328997994,1
,,-0.9526435732841492,1493.9004919393335,1
,,-4.1747660636901855,1490.3965014778548,1
,,1.400894284248352,1491.9638303982424,1
,,-0.8036009073257446,1491.588328677221,1
,,-2.3041603565216064,1490.593379694689,1
,,1.907501459121704,1493.6749015336968,1
,,-3.3316664695739746,1490.9065081630783,1
,,1.292711615562439,1492.2203977989927,1
,,-0.35777807235717773,1492.2521644511676,1
,,-1.271966576576233,1491.3469368849026,1
,,-1.5785261392593384,1490.4979128805273,1
,,0.06814448535442352,1492.2050632438009,1
,,3.273170232772827,1496.0727858070704,1
,,-1.9261512756347656,1494.672352855278,1
,,-1.455865740776062,1493.438439289407,1
,,0.13826704025268555,1493.9491634187311,1
,,-0.45437681674957275,1494.8179764509919,1
,,2.5830771923065186,1497.9432275908066,1
,,0.446556955575943,1499.2239590112013,1
,,-2.6859982013702393,1497.2477832764264,1
,,1.061963677406311,1498.924416312612,1
,,-1.894312858581543,1497.4694309543997,1
,,-1.7026078701019287,1496.4336706280033,1
,,-1.710577368736267,1494.860849554926,1
,,-0.7725436091423035,1494.5463767616197,1
,,0.8705862164497375,1495.6196636072666,1
,,-0.7369240522384644,1495.1493870696697,1
,,-1.5074824094772339,1494.5285869576471,1
,,-2.535857677459717,1492.4389622205078,1
,,-1.269104242324829,1491.3987326425824,1
,,0.033869411796331406,1491.921071607677,1
,,-2.9083805084228516,1490.7819092732266,1
,,-4.264430522918701,1486.6083702310075,1
,,-0.9462599158287048,1486.424591958725,1
,,-2.0175485610961914,1484.648683805289,1
,,-1.0163707733154297,1485.1852917963408,1
,,-5.7643723487854,1481.5377799874414,1
,,4.622537136077881,1486.5138035460377,1
,,0.2935775816440582,1487.3200610579402,1
,,-1.9101252555847168,1486.1343873049711,1
,,1.1099761724472046,1487.819434700612,1
,,-1.6432483196258545,1486.4846236082547,1
,,-0.7663517594337463,1485.7852600008014,1
,,-0.8394843339920044,1485.660115533736,1
,,-2.386143207550049,1484.0001674194984,1
,,0.980005145072937,1485.6842929455606,1
,,1.5827802419662476,1487.32006567371,1
,,-0.41227710247039795,1487.2244703380516,1
,,-1.57826828956604,1486.5037998533671,1
,,1.7522822618484497,1488.5054673105565,1
,,0.17096713185310364,1489.0695914185194,1
,,0.14496639370918274,1489.9759880741349,1
,,-0.8179575800895691,1488.1941332371664,1
,,-1.6107691526412964,1488.1365165855873,1
,,3.3455333709716797,1491.7914693070745,1
,,-0.7387105822563171,1491.077189342323,1
,,-0.4097285866737366,1491.113963973818,1
,,1.0275176763534546,1492.1517127033082,1
,,-2.972973346710205,1492.1573632147129,1
,,-9.628787994384766,1485.1125642853801,1
,,-6.499657154083252,1479.0202929303468,1
,,-5.360822677612305,1478.1039835295326,1
,,-11.983217239379883,1467.6163529799671,1
,,3.4204814434051514,1471.0861388846133,1
,,-0.6950822472572327,1471.1344924631971,1
,,-2.022448778152466,1469.4399866032188,1
,,0.19862918555736542,1470.1451893427818,1
,,-1.7366540431976318,1469.0147158638122,1
,,-1.4217371940612793,1467.6507185999583,1
,,-0.7520339488983154,1467.5905081923695,1
,,1.2021617889404297,1469.1542188411481,1
,,-0.822839617729187,1468.3700013944378,1
,,-0.7063135504722595,1468.353420373123,1
,,0.9559831023216248,1469.9139816710867,1
,,0.2882939279079437,1471.2763117874679,1
,,1.0720638036727905,1473.7551283084108,1
,,3.9556374549865723,1477.0288150083297,1
,,1.5219584703445435,1477.7285526980372,1
,,0.3083597421646118,1477.3597870402027,1
,,0.17132586240768433,1478.0717520941093,1
,,-4.328235626220703,1474.470335281071,1
,,-4.144057273864746,1470.4359591921234,1
,,-0.8287254571914673,1470.2459721549496,1
,,-2.5084078311920166,1468.801848345779,1
,,2.20517635345459,1471.2516714791416,1
,,-0.13614530861377716,1471.763645334152,1
,,-1.5996743440628052,1470.2936773313943,1
,,-0.6145592927932739,1470.5308137676088,1
,,-2.8833272457122803,1468.5810149907204,1
,,1.8927627801895142,1470.7202450320553,1
,,-0.3507262170314789,1471.2352757358797,1
,,-2.8954849243164062,1469.2504622596537,1
,,1.9378353357315063,1471.337077674806,1
,,-0.3937893807888031,1471.052236050949,1
,,-0.8589637875556946,1470.8625268974256,1
,,0.8703315854072571,1472.3804780232183,1
,,1.1639795303344727,1473.850723969164,1
,,-0.8510734438896179,1473.1864640336098,1
,,0.3076716959476471,1473.5658823435226,1
,,-0.998993992805481,1473.4584298923182,1
,,1.7664273977279663,1475.5096601358969,1
,,0.4670165181159973,1476.1269559432997,1
,,-1.390028953552246,1476.426711230642,1
,,-4.498717784881592,1472.4755178457087,1
,,-1.861671805381775,1471.2424083301773,1
,,0.9783015251159668,1472.6647638459149,1
,,-5.440695285797119,1471.6765718138504,1
,,-11.329141616821289,1461.1852293476882,1
