timestamp,price,signal,usdt,coin_value,total_value,note
2025-07-23 20:44:00,0.3861,BUY,526.5922992748481,526.0657069755733,1052.6580062504213,🟢 Partial Buy
2025-07-23 20:45:00,0.3884,BUY,263.29614963742404,792.23233701359,1055.5284866510142,🟢 Partial Buy
2025-07-23 20:46:00,0.3893,BUY,131.64807481871202,925.5845235497392,1057.2325983684511,🟢 Partial Buy
2025-07-23 20:47:00,0.3899,HOLD,131.64807481871202,927.0110601901961,1058.6591350089082,➖ Hold
2025-07-23 20:48:00,0.391,HOLD,131.64807481871202,929.6263773643669,1061.274452183079,➖ Hold
2025-07-23 20:49:00,0.3913,HOLD,131.64807481871202,930.3396456845952,1061.9877205033072,➖ Hold
2025-07-23 20:50:00,0.3936,HOLD,131.64807481871202,935.8080361396799,1067.456110958392,➖ Hold
2025-07-23 20:51:00,0.3926,HOLD,131.64807481871202,933.4304750722517,1065.0785498909638,➖ Hold
2025-07-23 20:52:00,0.3952,HOLD,131.64807481871202,939.6121338475647,1071.2602086662766,➖ Hold
2025-07-23 20:53:00,0.3948,HOLD,131.64807481871202,938.6611094205934,1070.3091842393055,➖ Hold
2025-07-23 20:54:00,0.3968,HOLD,131.64807481871202,943.4162315554495,1075.0643063741616,➖ Hold
2025-07-23 20:55:00,0.3959,HOLD,131.64807481871202,941.2764265947643,1072.9245014134763,➖ Hold
2025-07-23 20:56:00,0.3986,HOLD,131.64807481871202,947.6958414768201,1079.3439162955322,➖ Hold
2025-07-23 20:57:00,0.3989,HOLD,131.64807481871202,948.4091097970485,1080.0571846157604,➖ Hold
2025-07-23 20:58:00,0.3996,HOLD,131.64807481871202,950.0734025442481,1081.72147736296,➖ Hold
2025-07-23 20:59:00,0.3997,HOLD,131.64807481871202,950.3111586509909,1081.959233469703,➖ Hold
2025-07-23 21:00:00,0.4051,HOLD,131.64807481871202,963.1499884151024,1094.7980632338144,➖ Hold
2025-07-23 21:01:00,0.4059,HOLD,131.64807481871202,965.0520372690447,1096.7001120877567,➖ Hold
2025-07-23 21:02:00,0.4018,SELL,608.8224412465606,477.6520184462949,1086.4744596928556,🔴 Partial Sell
2025-07-23 21:03:00,0.4045,HOLD,608.8224412465606,480.8617258873228,1089.6841671338834,➖ Hold
2025-07-23 21:04:00,0.4052,HOLD,608.8224412465606,481.6938722609226,1090.5163135074831,➖ Hold
2025-07-23 21:05:00,0.3991,SELL,845.8063755936915,237.22115550263354,1083.027531096325,🔴 Partial Sell
2025-07-23 21:06:00,0.401,HOLD,845.8063755936915,238.35049700966186,1084.1568726033533,➖ Hold
2025-07-23 21:07:00,0.4005,HOLD,845.8063755936915,238.05330187623335,1083.859677469925,➖ Hold
2025-07-23 21:08:00,0.4005,HOLD,845.8063755936915,238.05330187623335,1083.859677469925,➖ Hold
2025-07-23 21:09:00,0.4004,HOLD,845.8063755936915,237.9938628495476,1083.800238443239,➖ Hold
2025-07-23 21:10:00,0.4007,HOLD,845.8063755936915,238.17217992960474,1083.9785555232963,➖ Hold
2025-07-23 21:11:00,0.4002,HOLD,845.8063755936915,237.87498479617622,1083.6813603898677,➖ Hold
2025-07-23 21:12:00,0.401,HOLD,845.8063755936915,238.35049700966186,1084.1568726033533,➖ Hold
