timestamp,price,signal,usdt,coin_value,total_value,note
2025-07-23 20:41:00,0.3842,HOLD,1031.1238232950034,0.0,1031.1238232950034,➖ Hold
2025-07-23 20:42:00,0.3844,HOLD,1031.1238232950034,0.0,1031.1238232950034,➖ Hold
2025-07-23 20:43:00,0.3853,BUY,1031.1238232950034,1030.0926994717086,2061.216522766712,🟢 Bought
2025-07-23 20:44:00,0.3861,BUY,0.0,1032.231485247928,1032.231485247928,➖ Hold
2025-07-23 20:45:00,0.3884,BUY,0.0,1038.3804943545592,1038.3804943545592,➖ Hold
2025-07-23 20:46:00,0.3893,BUY,0.0,1040.786628352806,1040.786628352806,➖ Hold
2025-07-23 20:47:00,0.3899,HOLD,0.0,1042.3907176849707,1042.3907176849707,➖ Hold
2025-07-23 20:48:00,0.391,HOLD,0.0,1045.3315481272725,1045.3315481272725,➖ Hold
2025-07-23 20:49:00,0.3913,HOLD,0.0,1046.1335927933546,1046.1335927933546,➖ Hold
2025-07-23 20:50:00,0.3936,HOLD,0.0,1052.2826018999858,1052.2826018999858,➖ Hold
2025-07-23 20:51:00,0.3926,HOLD,0.0,1049.6091196797113,1049.6091196797113,➖ Hold
2025-07-23 20:52:00,0.3952,HOLD,0.0,1056.5601734524246,1056.5601734524246,➖ Hold
2025-07-23 20:53:00,0.3948,HOLD,0.0,1055.490780564315,1055.490780564315,➖ Hold
2025-07-23 20:54:00,0.3968,HOLD,0.0,1060.8377450048636,1060.8377450048636,➖ Hold
2025-07-23 20:55:00,0.3959,HOLD,0.0,1058.4316110066165,1058.4316110066165,➖ Hold
2025-07-23 20:56:00,0.3986,HOLD,0.0,1065.6500130013576,1065.6500130013576,➖ Hold
2025-07-23 20:57:00,0.3989,HOLD,0.0,1066.4520576674397,1066.4520576674397,➖ Hold
2025-07-23 20:58:00,0.3996,HOLD,0.0,1068.323495221632,1068.323495221632,➖ Hold
2025-07-23 20:59:00,0.3997,HOLD,0.0,1068.5908434436592,1068.5908434436592,➖ Hold
2025-07-23 21:00:00,0.4051,HOLD,0.0,1083.0276474331408,1083.0276474331408,➖ Hold
2025-07-23 21:01:00,0.4059,HOLD,0.0,1085.1664332093603,1085.1664332093603,➖ Hold
2025-07-23 21:02:00,0.4018,SELL,1073.130950950129,0.0,1073.130950950129,🔴 Sold
2025-07-23 21:03:00,0.4045,HOLD,1073.130950950129,0.0,1073.130950950129,➖ Hold
2025-07-23 21:04:00,0.4052,HOLD,1073.130950950129,0.0,1073.130950950129,➖ Hold
2025-07-23 21:05:00,0.3991,SELL,1073.130950950129,0.0,1073.130950950129,➖ Hold
2025-07-23 21:06:00,0.401,HOLD,1073.130950950129,0.0,1073.130950950129,➖ Hold
2025-07-23 21:07:00,0.4005,HOLD,1073.130950950129,0.0,1073.130950950129,➖ Hold
2025-07-23 21:08:00,0.4005,HOLD,1073.130950950129,0.0,1073.130950950129,➖ Hold
2025-07-23 21:09:00,0.4004,HOLD,1073.130950950129,0.0,1073.130950950129,➖ Hold
2025-07-23 21:10:00,0.4007,HOLD,1073.130950950129,0.0,1073.130950950129,➖ Hold
2025-07-23 21:11:00,0.4002,HOLD,1073.130950950129,0.0,1073.130950950129,➖ Hold
2025-07-23 21:12:00,0.401,HOLD,1073.130950950129,0.0,1073.130950950129,➖ Hold
