timestamp,price,signal,usdt,coin_value,total_value,note,pnl,status
2025-07-24 00:10:00,0.4217,HOLD,1052.9018538854637,0.0,1052.9018538854637,➖ Hold,0.0,HOLD
2025-07-24 00:11:00,0.4209,HOLD,1052.9018538854637,0.0,1052.9018538854637,➖ Hold,0.0,HOLD
2025-07-24 00:12:00,0.4196,HOLD,1052.9018538854637,0.0,1052.9018538854637,➖ Hold,0.0,HOLD
2025-07-24 00:13:00,0.4183,SELL,1052.9018538854637,0.0,1052.9018538854637,➖ Hold,0.0,HOLD
2025-07-24 00:14:00,0.4193,BUY,526.4509269427318,525.9244760157891,1052.375402958521,🟢 Buy @50%,-0.5264509269427435,LOSS
2025-07-24 00:15:00,0.416,HOLD,526.4509269427318,521.7853136717583,1048.2362406144903,➖ Hold,-4.1391623440306375,LOSS
2025-07-24 00:16:00,0.416,HOLD,526.4509269427318,521.7853136717583,1048.2362406144903,➖ Hold,0.0,HOLD
2025-07-24 00:17:00,0.4146,HOLD,526.4509269427318,520.0293054045939,1046.4802323473257,➖ Hold,-1.7560082671645887,LOSS
2025-07-24 00:18:00,0.4153,HOLD,526.4509269427318,520.907309538176,1047.3582364809079,➖ Hold,0.8780041335821807,WIN
2025-07-24 00:19:00,0.4159,HOLD,526.4509269427318,521.659884509818,1048.1108114525498,➖ Hold,0.7525749716419341,WIN
2025-07-24 00:20:00,0.4166,HOLD,526.4509269427318,522.5378886434004,1048.9888155861322,➖ Hold,0.878004133582408,WIN
2025-07-24 00:21:00,0.4111,SELL,835.5251142138993,206.25571389467297,1041.7808281085722,🔴 Sell @60%,-7.207987477559982,LOSS
2025-07-24 00:22:00,0.4124,HOLD,835.5251142138993,206.90794553676264,1042.4330597506619,➖ Hold,0.6522316420896459,WIN
2025-07-24 00:23:00,0.414,BUY,417.76255710694966,625.0554867230235,1042.8180438299732,🟢 Buy @50%,0.3849840793113799,WIN
2025-07-24 00:24:00,0.4127,HOLD,417.76255710694966,623.0927521028788,1040.8553092098284,➖ Hold,-1.962734620144829,LOSS
2025-07-24 00:25:00,0.4137,BUY,208.88127855347483,833.2749452394498,1042.1562237929247,🟢 Buy @50%,1.3009145830963007,WIN
2025-07-24 00:26:00,0.4149,BUY,104.44063927673741,940.0281850523694,1044.4688243291068,🟢 Buy @50%,2.312600536182117,WIN
2025-07-24 00:27:00,0.4126,SELL,664.770029766188,373.9268538468138,1038.6968836130018,🔴 Sell @60%,-5.771940716105064,LOSS
2025-07-24 00:28:00,0.4127,HOLD,664.770029766188,374.0174808109066,1038.7875105770945,➖ Hold,0.09062696409273485,WIN
2025-07-24 00:29:00,0.4128,HOLD,664.770029766188,374.1081077749993,1038.8781375411872,➖ Hold,0.09062696409273485,WIN
2025-07-24 00:30:00,0.4067,SELL,885.6967996276126,147.43194518613592,1033.1287448137484,🔴 Sell @60%,-5.749392727438817,LOSS
2025-07-24 00:31:00,0.401,HOLD,885.6967996276126,145.3656504048205,1031.0624500324332,➖ Hold,-2.066294781315264,LOSS
2025-07-24 00:32:00,0.4047,HOLD,885.6967996276126,146.70692947339367,1032.4037291010063,➖ Hold,1.341279068573158,WIN
2025-07-24 00:33:00,0.4032,SELL,958.7053018881867,73.08158384441849,1031.7868857326052,🔴 Sell @50%,-0.6168433684010779,LOSS
2025-07-24 00:34:00,0.404,HOLD,958.7053018881867,73.22658698696695,1031.9318888751536,➖ Hold,0.14500314254837576,WIN
2025-07-24 00:35:00,0.4029,SELL,995.1823921173351,36.51360383298141,1031.6959959503165,🔴 Sell @50%,-0.23589292483711688,LOSS
2025-07-24 00:36:00,0.4025,HOLD,995.1823921173351,36.4773530473443,1031.6597451646794,➖ Hold,-0.03625078563709394,LOSS
2025-07-24 00:37:00,0.4011,HOLD,995.1823921173351,36.35047529761441,1031.5328674149496,➖ Hold,-0.1268777497298288,LOSS
2025-07-24 00:38:00,0.4036,BUY,696.6276744821346,334.8332056254117,1031.4608801075462,🟢 Buy @30%,-0.07198730740333303,LOSS
2025-07-24 00:39:00,0.4039,HOLD,696.6276744821346,335.0820905651729,1031.7097650473074,➖ Hold,0.24888493976118298,WIN
2025-07-24 00:40:00,0.4018,HOLD,696.6276744821346,333.33989598684445,1029.967570468979,➖ Hold,-1.7421945783285082,LOSS
2025-07-24 00:41:00,0.403,BUY,348.3138372410673,682.3009591497156,1030.6147963907829,🟢 Buy @50%,0.6472259218039653,WIN
2025-07-24 00:42:00,0.4039,BUY,174.15691862053365,857.8074698919132,1031.964388512447,🟢 Buy @50%,1.3495921216640454,WIN
2025-07-24 00:43:00,0.4042,HOLD,174.15691862053365,858.4446133456582,1032.601531966192,➖ Hold,0.6371434537450114,WIN
2025-07-24 00:44:00,0.405,HOLD,174.15691862053365,860.1436625556447,1034.3005811761784,➖ Hold,1.6990492099864696,WIN
2025-07-24 00:45:00,0.4057,HOLD,174.15691862053365,861.6303306143828,1035.7872492349165,➖ Hold,1.4866680587381325,WIN
2025-07-24 00:46:00,0.4058,HOLD,174.15691862053365,861.8427117656312,1035.9996303861649,➖ Hold,0.21238115124833712,WIN
2025-07-24 00:47:00,0.4051,HOLD,174.15691862053365,860.356043706893,1034.5129623274267,➖ Hold,-1.4866680587381325,LOSS
2025-07-24 00:48:00,0.4079,BUY,87.07845931026682,953.2940967928022,1040.372556103069,🟢 Buy @50%,5.8595937756422245,WIN
2025-07-24 00:49:00,0.4079,HOLD,87.07845931026682,953.2940967928022,1040.372556103069,➖ Hold,0.0,HOLD
2025-07-24 00:50:00,0.4081,HOLD,87.07845931026682,953.7615123832866,1040.8399716935535,➖ Hold,0.46741559048450654,WIN
2025-07-24 00:51:00,0.4091,HOLD,87.07845931026682,956.0985903357082,1043.177049645975,➖ Hold,2.337077952421623,WIN
2025-07-24 00:52:00,0.4121,HOLD,87.07845931026682,963.1098241929733,1050.1882835032402,➖ Hold,7.011233857265097,WIN
2025-07-24 00:53:00,0.4152,HOLD,87.07845931026682,970.3547658454804,1057.4332251557473,➖ Hold,7.244941652507123,WIN
2025-07-24 00:54:00,0.4147,HOLD,87.07845931026682,969.1862268692696,1056.2646861795365,➖ Hold,-1.1685389762108116,LOSS
2025-07-24 00:55:00,0.4157,HOLD,87.07845931026682,971.5233048216913,1058.6017641319581,➖ Hold,2.337077952421623,WIN
2025-07-24 00:56:00,0.4148,HOLD,87.07845931026682,969.4199346645117,1056.4983939747785,➖ Hold,-2.1033701571795973,LOSS
2025-07-24 00:57:00,0.4141,HOLD,87.07845931026682,967.7839800978167,1054.8624394080834,➖ Hold,-1.6359545666950908,LOSS
2025-07-24 00:58:00,0.4094,SELL,373.83133351258084,669.7597996050042,1043.591133117585,🔴 Sell @30%,-11.271306290498387,LOSS
2025-07-24 00:59:00,0.4082,SELL,573.9699907538344,467.457657887479,1041.4276486413135,🔴 Sell @30%,-2.1634844762716057,LOSS
2025-07-24 01:00:00,0.4047,HOLD,573.9699907538344,463.4495691990758,1037.4195599529103,➖ Hold,-4.008088688403177,LOSS
2025-07-24 01:01:00,0.4018,SELL,711.8705266080112,322.0900070000792,1033.9605336080904,🔴 Sell @30%,-3.459026344819904,LOSS
2025-07-24 01:02:00,0.3999,SELL,807.9444365175675,224.39685330894022,1032.3412898265078,🔴 Sell @30%,-1.6192437815825542,LOSS
2025-07-24 01:03:00,0.4007,HOLD,807.9444365175675,224.84575924204137,1032.7901957596089,➖ Hold,0.4489059331010594,WIN
2025-07-24 01:04:00,0.4002,HOLD,807.9444365175675,224.56519303385315,1032.5096295514206,➖ Hold,-0.2805662081882474,LOSS
2025-07-24 01:05:00,0.4024,BUY,403.97221825878376,629.3679303904063,1033.34014864919,🟢 Buy @50%,0.830519097769411,WIN
2025-07-24 01:06:00,0.403,HOLD,403.97221825878376,630.3063517577876,1034.2785700165714,➖ Hold,0.938421367381352,WIN
2025-07-24 01:07:00,0.4013,HOLD,403.97221825878376,627.6474912168738,1031.6197094756576,➖ Hold,-2.6588605409137926,LOSS
2025-07-24 01:08:00,0.4001,HOLD,403.97221825878376,625.7706484821113,1029.742866740895,➖ Hold,-1.876842734762704,LOSS
2025-07-24 01:09:00,0.4007,HOLD,403.97221825878376,626.7090698494925,1030.6812881082762,➖ Hold,0.938421367381352,WIN
2025-07-24 01:10:00,0.4022,BUY,201.98610912939188,830.8392462882083,1032.8253554176001,🟢 Buy @50%,2.144067309323873,WIN
2025-07-24 01:11:00,0.4029,HOLD,201.98610912939188,832.2852618834388,1034.2713710128307,➖ Hold,1.4460155952306195,WIN
2025-07-24 01:12:00,0.4051,BUY,80.79444365175675,957.9003561377498,1038.6947997895065,🟢 Buy @60%,4.423428776675792,WIN
