timestamp,price,signal,usdt,coin_value,total_value,note
2025-07-23 21:15:00,0.4025,BUY,1011.6503504071239,1010.6387000567167,2022.2890504638408,🟢 Bought
2025-07-23 21:16:00,0.4018,HOLD,0.0,1008.8810675348789,1008.8810675348789,➖ Hold
2025-07-23 21:17:00,0.4021,BUY,0.0,1009.6343386156665,1009.6343386156665,➖ Hold
2025-07-23 21:18:00,0.3994,SELL,1001.8520439896893,0.0,1001.8520439896893,🔴 Sold
2025-07-23 21:19:00,0.397,SELL,1001.8520439896893,0.0,1001.8520439896893,➖ Hold
2025-07-23 21:20:00,0.3987,HOLD,1001.8520439896893,0.0,1001.8520439896893,➖ Hold
2025-07-23 21:21:00,0.3991,HOLD,1001.8520439896893,0.0,1001.8520439896893,➖ Hold
2025-07-23 21:22:00,0.4012,BUY,1001.8520439896893,1000.8501919456997,2002.7022359353891,🟢 Bought
2025-07-23 21:23:00,0.3995,SELL,995.6126920005602,0.0,995.6126920005602,🔴 Sold
2025-07-23 21:24:00,0.3985,SELL,995.6126920005602,0.0,995.6126920005602,➖ Hold
2025-07-23 21:25:00,0.3996,BUY,995.6126920005602,994.6170793085596,1990.2297713091198,🟢 Bought
2025-07-23 21:26:00,0.3985,SELL,990.8872652611526,0.0,990.8872652611526,🔴 Sold
2025-07-23 21:27:00,0.3992,BUY,990.8872652611526,989.8963779958914,1980.7836432570439,🟢 Bought
2025-07-23 21:28:00,0.3996,BUY,0.0,990.888258134164,990.888258134164,➖ Hold
2025-07-23 21:29:00,0.4004,BUY,0.0,992.8720184107087,992.8720184107087,➖ Hold
2025-07-23 21:30:00,0.4038,BUY,0.0,1001.3029995860244,1001.3029995860244,➖ Hold
2025-07-23 21:31:00,0.4099,BUY,0.0,1016.4291716946791,1016.4291716946791,➖ Hold
2025-07-23 21:32:00,0.4109,HOLD,0.0,1018.9088720403602,1018.9088720403602,➖ Hold
2025-07-23 21:33:00,0.4116,HOLD,0.0,1020.644662282337,1020.644662282337,➖ Hold
2025-07-23 21:34:00,0.4092,HOLD,0.0,1014.6933814527024,1014.6933814527024,➖ Hold
2025-07-23 21:35:00,0.4091,HOLD,0.0,1014.4454114181343,1014.4454114181343,➖ Hold
2025-07-23 21:36:00,0.4084,SELL,1011.6969115549812,0.0,1011.6969115549812,🔴 Sold
2025-07-23 21:37:00,0.405,SELL,1011.6969115549812,0.0,1011.6969115549812,➖ Hold
2025-07-23 21:38:00,0.4108,HOLD,1011.6969115549812,0.0,1011.6969115549812,➖ Hold
2025-07-23 21:39:00,0.414,HOLD,1011.6969115549812,0.0,1011.6969115549812,➖ Hold
2025-07-23 21:40:00,0.4109,HOLD,1011.6969115549812,0.0,1011.6969115549812,➖ Hold
2025-07-23 21:41:00,0.4143,HOLD,1011.6969115549812,0.0,1011.6969115549812,➖ Hold
2025-07-23 21:42:00,0.4129,HOLD,1011.6969115549812,0.0,1011.6969115549812,➖ Hold
2025-07-23 21:43:00,0.4134,BUY,1011.6969115549812,1010.6852146434262,2022.3821261984074,🟢 Bought
2025-07-23 21:44:00,0.4121,SELL,1006.4994522922143,0.0,1006.4994522922143,🔴 Sold
2025-07-23 21:45:00,0.4115,SELL,1006.4994522922143,0.0,1006.4994522922143,➖ Hold
2025-07-23 21:46:00,0.4124,BUY,1006.4994522922143,1005.4929528399219,2011.9924051321364,🟢 Bought
2025-07-23 21:47:00,0.4168,BUY,0.0,1016.2208116966041,1016.2208116966041,➖ Hold
2025-07-23 21:48:00,0.4184,BUY,0.0,1020.121851280852,1020.121851280852,➖ Hold
