timestamp,price,signal,usdt,coin_value,total_value,note
2025-07-23 20:23:00,0.3852,SELL,1000.0,0.0,1000.0,➖ Hold
2025-07-23 20:24:00,0.3834,SELL,1000.0,0.0,1000.0,➖ Hold
2025-07-23 20:25:00,0.3823,SELL,1000.0,0.0,1000.0,➖ Hold
2025-07-23 20:26:00,0.3798,SELL,1000.0,0.0,1000.0,➖ Hold
2025-07-23 20:27:00,0.3802,HOLD,1000.0,0.0,1000.0,➖ Hold
2025-07-23 20:28:00,0.3808,HOLD,1000.0,0.0,1000.0,➖ Hold
2025-07-23 20:29:00,0.382,BUY,1000.0,999.0,1999.0,🟢 Bought
2025-07-23 20:30:00,0.3813,SELL,996.1722023560209,0.0,996.1722023560209,🔴 Sold
2025-07-23 20:31:00,0.3829,BUY,996.1722023560209,995.1760301536649,1991.3482325096857,🟢 Bought
2025-07-23 20:32:00,0.3835,BUY,0.0,996.7354598170031,996.7354598170031,➖ Hold
2025-07-23 20:33:00,0.3812,SELL,989.7668884614322,0.0,989.7668884614322,🔴 Sold
2025-07-23 20:34:00,0.3813,HOLD,989.7668884614322,0.0,989.7668884614322,➖ Hold
2025-07-23 20:35:00,0.3807,HOLD,989.7668884614322,0.0,989.7668884614322,➖ Hold
2025-07-23 20:36:00,0.3835,BUY,989.7668884614322,988.7771215729708,1978.544010034403,🟢 Bought
2025-07-23 20:37:00,0.3802,SELL,979.288470822481,0.0,979.288470822481,🔴 Sold
2025-07-23 20:38:00,0.3836,BUY,979.288470822481,978.3091823516587,1957.5976531741399,🟢 Bought
2025-07-23 20:39:00,0.3812,SELL,971.2161857459328,0.0,971.2161857459328,🔴 Sold
2025-07-23 20:40:00,0.3842,BUY,971.2161857459328,970.2449695601869,1941.4611553061195,🟢 Bought
2025-07-23 20:41:00,0.3842,HOLD,0.0,970.2449695601869,970.2449695601869,➖ Hold
2025-07-23 20:42:00,0.3844,BUY,0.0,970.7500424230501,970.7500424230501,➖ Hold
2025-07-23 20:43:00,0.3853,BUY,0.0,973.0228703059344,973.0228703059344,➖ Hold
2025-07-23 20:44:00,0.3861,BUY,0.0,975.0431617573871,975.0431617573871,➖ Hold
2025-07-23 20:45:00,0.3884,BUY,0.0,980.8514996803139,980.8514996803139,➖ Hold
2025-07-23 20:46:00,0.3893,BUY,0.0,983.1243275631981,983.1243275631981,➖ Hold
2025-07-23 20:47:00,0.3899,HOLD,0.0,984.6395461517878,984.6395461517878,➖ Hold
2025-07-23 20:48:00,0.391,HOLD,0.0,987.4174468975353,987.4174468975353,➖ Hold
2025-07-23 20:49:00,0.3913,HOLD,0.0,988.17505619183,988.17505619183,➖ Hold
2025-07-23 20:50:00,0.3936,HOLD,0.0,993.9833941147567,993.9833941147567,➖ Hold
2025-07-23 20:51:00,0.3926,HOLD,0.0,991.4580298004408,991.4580298004408,➖ Hold
2025-07-23 20:52:00,0.3952,HOLD,0.0,998.0239770176622,998.0239770176622,➖ Hold
2025-07-23 20:53:00,0.3948,HOLD,0.0,997.0138312919358,997.0138312919358,➖ Hold
2025-07-23 20:54:00,0.3968,HOLD,0.0,1002.0645599205677,1002.0645599205677,➖ Hold
2025-07-23 20:55:00,0.3959,HOLD,0.0,999.7917320376833,999.7917320376833,➖ Hold
2025-07-23 20:56:00,0.3986,HOLD,0.0,1006.6102156863365,1006.6102156863365,➖ Hold
2025-07-23 20:57:00,0.3989,HOLD,0.0,1007.3678249806312,1007.3678249806312,➖ Hold
2025-07-23 20:58:00,0.3996,HOLD,0.0,1009.1355800006525,1009.1355800006525,➖ Hold
2025-07-23 20:59:00,0.3997,HOLD,0.0,1009.3881164320841,1009.3881164320841,➖ Hold
2025-07-23 21:00:00,0.4051,HOLD,0.0,1023.0250837293902,1023.0250837293902,➖ Hold
2025-07-23 21:01:00,0.4059,HOLD,0.0,1025.045375180843,1025.045375180843,➖ Hold
2025-07-23 21:02:00,0.4018,SELL,1013.6766901106553,0.0,1013.6766901106553,🔴 Sold
2025-07-23 21:03:00,0.4045,HOLD,1013.6766901106553,0.0,1013.6766901106553,➖ Hold
2025-07-23 21:04:00,0.4052,HOLD,1013.6766901106553,0.0,1013.6766901106553,➖ Hold
2025-07-23 21:05:00,0.3991,SELL,1013.6766901106553,0.0,1013.6766901106553,➖ Hold
2025-07-23 21:06:00,0.401,HOLD,1013.6766901106553,0.0,1013.6766901106553,➖ Hold
2025-07-23 21:07:00,0.4005,SELL,1013.6766901106553,0.0,1013.6766901106553,➖ Hold
2025-07-23 21:08:00,0.4005,HOLD,1013.6766901106553,0.0,1013.6766901106553,➖ Hold
2025-07-23 21:09:00,0.4004,SELL,1013.6766901106553,0.0,1013.6766901106553,➖ Hold
2025-07-23 21:10:00,0.4007,HOLD,1013.6766901106553,0.0,1013.6766901106553,➖ Hold
2025-07-23 21:11:00,0.4002,SELL,1013.6766901106553,0.0,1013.6766901106553,➖ Hold
2025-07-23 21:12:00,0.401,BUY,1013.6766901106553,1012.6630134205445,2026.3397035311998,🟢 Bought
2025-07-23 21:13:00,0.4026,BUY,0.0,1016.7035640975342,1016.7035640975342,➖ Hold
2025-07-23 21:14:00,0.401,SELL,1011.6503504071239,0.0,1011.6503504071239,🔴 Sold
