timestamp,model,total_profit_%,mean_reward,win_rate_%,max_drawdown_%,sharpe,sortino,calmar,kelly_%,frame
2025-08-03T19:24:06,deep_rl,260114.08325498924,0.4829448259468794,40.71667285555143,-2227960.3905938566,0.0021112647435042155,0.002508112304635724,2.1676544519633573e-05,0.33911702689784495,12h
2025-08-03T19:24:07,deep_rl,260114.08325498924,0.4829448259468794,40.71667285555143,-2227960.3905938566,0.0021112647435042155,0.002508112304635724,2.1676544519633573e-05,0.33911702689784495,12h
2025-08-03T23:19:43,deep_rl_20250803_220056,-581537.1474247614,-1.9547467140328119,32.23529411764706,-581502.0692985693,-0.3779251434836249,-0.4348570543228148,-0.0003361547305224045,-74.84994014981108,15m
2025-08-03T23:19:44,deep_rl_20250803_220056,-581537.1474247614,-1.9547467140328119,32.23529411764706,-581502.0692985693,-0.3779251434836249,-0.4348570543228148,-0.0003361547305224045,-74.84994014981108,15m
2025-08-03T23:34:10,deep_rl,-397962.6016068418,-1.3376894171658547,10.823529411764705,-397866.58207654546,-0.6357604659616172,-0.7307849116940669,-0.0003362155751267637,-80.24094624875923,15m
2025-08-03T23:34:10,deep_rl,-397962.6016068418,-1.3376894171658547,10.823529411764705,-397866.58207654546,-0.6357604659616172,-0.7307849116940669,-0.0003362155751267637,-80.24094624875923,15m
