timestamp,symbol,action,pnl,total_value,risk_pct,danger_mode,freeze_mode,notes
1730420100000.0,BTCUSDT,0,-0.33992186188697815,1500.0,0.55,False,False,
1730421000000.0,BTCUSDT,0,-1.7200000286102295,1500.0,0.55,False,False,
1730421900000.0,BTCUSDT,0,-0.8227343559265137,1500.0,0.55,True,True,Freeze mode active
1730422800000.0,BTCUSDT,0,-1.6627343893051147,1500.0,0.55,True,True,Freeze mode active
1730423700000.0,BTCUSDT,0,-2.966484308242798,1500.0,0.55,True,True,Freeze mode active
1730424600000.0,BTCUSDT,0,-1.1357030868530273,1500.0,0.55,True,True,Freeze mode active
1730425500000.0,BTCUSDT,0,-5.277734279632568,1500.0,0.55,True,True,Freeze mode active
1730426400000.0,BTCUSDT,2,-3.5999999046325684,1500.0,0.55,True,True,Freeze mode active
1730427300000.0,BTCUSDT,2,-3.4800000190734863,1500.0,0.55,True,True,Freeze mode active
1730428200000.0,BTCUSDT,0,-0.639843761920929,1500.0,0.55,True,True,Freeze mode active
1730429100000.0,BTCUSDT,2,-2.5386719703674316,1500.0,0.55,True,True,Freeze mode active
1730430000000.0,BTCUSDT,0,-0.1873437464237213,1500.0,0.55,True,True,Freeze mode active
1730430900000.0,BTCUSDT,2,-0.848437488079071,1500.0,0.55,True,True,Freeze mode active
1730431800000.0,BTCUSDT,0,-1.794531226158142,1500.0,0.55,True,True,Freeze mode active
1730432700000.0,BTCUSDT,2,-0.9655468463897705,1500.0,0.55,True,True,Freeze mode active
1730433600000.0,BTCUSDT,2,-0.6000000238418579,1500.0,0.55,True,True,Freeze mode active
1730434500000.0,BTCUSDT,0,-0.699999988079071,1500.0,0.55,True,True,Freeze mode active
1730435400000.0,BTCUSDT,0,-0.7001562714576721,1500.0,0.55,True,True,Freeze mode active
1730436300000.0,BTCUSDT,0,-0.21992187201976776,1500.0,0.55,True,True,Freeze mode active
1730437200000.0,BTCUSDT,1,-0.38039061427116394,1500.0,0.55,True,True,Freeze mode active
1730438100000.0,BTCUSDT,1,-1.0835843086242676,1499.5490541073327,0.55,True,True,Freeze mode active
1730439000000.0,BTCUSDT,1,0.938678503036499,1500.6359357231731,0.55,True,True,Freeze mode active
1730439900000.0,BTCUSDT,1,0.0632520318031311,1500.9262971273847,0.55,True,True,Freeze mode active
1730440800000.0,BTCUSDT,1,-2.5622878074645996,1500.456821774747,0.55,True,True,Freeze mode active
1730441700000.0,BTCUSDT,1,-5.3519744873046875,1496.0288963946114,0.55,True,True,Freeze mode active
1730442600000.0,BTCUSDT,1,-3.2821762561798096,1494.0620330824795,0.55,True,True,Freeze mode active
1730443500000.0,BTCUSDT,1,0.5408378839492798,1496.8740437781635,0.55,True,True,Freeze mode active
1730444400000.0,BTCUSDT,1,-6.001662731170654,1491.9931225034532,0.55,True,True,Freeze mode active
1730445300000.0,BTCUSDT,1,-3.9387640953063965,1489.5962464205784,0.55,True,True,Freeze mode active
1730446200000.0,BTCUSDT,1,2.887145519256592,1492.8965109570636,0.55,True,True,Freeze mode active
1730447100000.0,BTCUSDT,1,0.6598151326179504,1493.7716169758482,0.55,True,True,Freeze mode active
1730448000000.0,BTCUSDT,1,-2.140288829803467,1493.3209758532412,0.55,True,True,Freeze mode active
1730448900000.0,BTCUSDT,1,3.4247817993164062,1496.9488087716136,0.55,True,True,Freeze mode active
1730449800000.0,BTCUSDT,1,0.1085103377699852,1497.3799391723633,0.55,True,True,Freeze mode active
1730450700000.0,BTCUSDT,1,-1.232108235359192,1496.6901252243745,0.55,True,True,Freeze mode active
1730451600000.0,BTCUSDT,1,-2.245253801345825,1495.5282495139354,0.55,True,True,Freeze mode active
1730452500000.0,BTCUSDT,1,1.7637081146240234,1497.8540255087855,0.55,True,True,Freeze mode active
1730453400000.0,BTCUSDT,1,-2.2702877521514893,1496.6470126024344,0.55,True,True,Freeze mode active
1730454300000.0,BTCUSDT,1,2.274723529815674,1498.9318666932481,0.55,True,True,Freeze mode active
1730455200000.0,BTCUSDT,1,-1.1075283288955688,1498.9514025605822,0.55,True,True,Freeze mode active
1730456100000.0,BTCUSDT,1,-1.0376683473587036,1501.3787342317303,0.55,True,True,Freeze mode active
1730457000000.0,BTCUSDT,1,5.854516506195068,1508.8481727501007,0.55,True,True,Freeze mode active
1730457900000.0,BTCUSDT,1,-5.052664279937744,1505.3669145070594,0.55,True,True,Freeze mode active
1730458800000.0,BTCUSDT,1,1.5239367485046387,1508.754366914102,0.55,True,True,Freeze mode active
1730459700000.0,BTCUSDT,1,3.8972256183624268,1512.771514297778,0.55,True,True,Freeze mode active
1730460600000.0,BTCUSDT,1,0.11851345002651215,1513.0300277443523,0.55,True,True,Freeze mode active
1730461500000.0,BTCUSDT,1,-1.0216392278671265,1512.7282322417434,0.55,True,True,Freeze mode active
1730462400000.0,BTCUSDT,1,-5.366889476776123,1509.0207957484413,0.55,True,True,Freeze mode active
1730463300000.0,BTCUSDT,1,2.8377223014831543,1512.5980492490603,0.55,True,True,Freeze mode active
1730464200000.0,BTCUSDT,1,-3.445913076400757,1511.0038549249475,0.55,True,True,Freeze mode active
