timestamp,symbol,action,pnl,total_value,risk_pct,danger_mode,freeze_mode,notes
1709252100000.0,BTCUSDT,2,-4.922500133514404,1500.0,0.55,False,,
1709253000000.0,BTCUSDT,2,-1.3320703506469727,1500.0,0.55,False,,
1709253900000.0,BTCUSDT,2,-0.82421875,1500.0,0.55,True,,
1709254800000.0,BTCUSDT,2,-1.6039843559265137,1500.0,0.55,True,,
1709255700000.0,BTCUSDT,2,-1.6246875524520874,1500.0,0.55,True,,
1709256600000.0,BTCUSDT,2,-0.9424999952316284,1500.0,0.55,True,,
1709257500000.0,BTCUSDT,2,-1.9457812309265137,1500.0,0.55,True,,
1709258400000.0,BTCUSDT,2,-2.4604296684265137,1500.0,0.55,True,,
1709259300000.0,BTCUSDT,1,-0.3720703125,1500.0,0.55,True,,
1709260200000.0,BTCUSDT,1,-1.532959222793579,1499.496528581992,0.55,True,,
1709261100000.0,BTCUSDT,1,1.4793373346328735,1501.5158659365106,0.55,True,,
1709262000000.0,BTCUSDT,1,-1.4614418745040894,1500.3083302717896,0.55,True,,
1709262900000.0,BTCUSDT,1,-2.227849006652832,1499.7092485282067,0.55,True,,
1709263800000.0,BTCUSDT,1,-6.05571985244751,1495.7765411786406,0.55,True,,
1709264700000.0,BTCUSDT,1,4.147156715393066,1500.9463931369667,0.55,True,,
1709265600000.0,BTCUSDT,1,1.7904582023620605,1503.4532576042918,0.55,True,,
1709266500000.0,BTCUSDT,1,-0.007689947262406349,1505.2129504694212,0.55,True,,
1709267400000.0,BTCUSDT,2,3.81339430809021,1509.558141552297,0.55,True,,
1709268300000.0,BTCUSDT,1,-2.8181557655334473,1508.969790482985,0.55,True,,
1709269200000.0,BTCUSDT,1,3.888073444366455,1513.0987622589423,0.55,True,,
1709270100000.0,BTCUSDT,1,-1.2554913759231567,1512.5721771898386,0.55,True,,
1709271000000.0,BTCUSDT,1,-2.195300579071045,1510.8691814075319,0.55,True,,
1709271900000.0,BTCUSDT,1,-0.45970481634140015,1512.0527578553051,0.55,True,,
1709272800000.0,BTCUSDT,1,-5.713871479034424,1508.0519724335186,0.55,True,,
1709273700000.0,BTCUSDT,1,2.341792106628418,1512.246264596789,0.55,True,,
1709274600000.0,BTCUSDT,1,3.3140554428100586,1516.793327813952,0.55,True,,
1709275500000.0,BTCUSDT,1,-3.259000778198242,1513.7634285185907,0.55,True,,
1709276400000.0,BTCUSDT,1,-0.8781435489654541,1514.3266912196905,0.55,True,,
1709277300000.0,BTCUSDT,1,1.2821886539459229,1517.8713017977193,0.55,True,,
1709278200000.0,BTCUSDT,1,-6.20096492767334,1512.3071337024185,0.55,True,,
1709279100000.0,BTCUSDT,1,-1.6822172403335571,1510.7409320382792,0.55,True,,
1709280000000.0,BTCUSDT,1,-0.39465367794036865,1511.0262783733278,0.55,True,,
1709280900000.0,BTCUSDT,1,-1.7674896717071533,1512.6987886792683,0.55,True,,
1709281800000.0,BTCUSDT,1,5.386282444000244,1521.1597588532268,0.55,True,,
1709282700000.0,BTCUSDT,1,5.113990783691406,1528.7222263914039,0.55,True,,
1709283600000.0,BTCUSDT,1,-8.066235542297363,1522.699975294197,0.55,True,,
1709284500000.0,BTCUSDT,1,4.8465471267700195,1527.7273429371317,0.55,True,,
1709285400000.0,BTCUSDT,1,-0.2865838408470154,1528.17208720966,0.55,True,,
1709286300000.0,BTCUSDT,1,-2.510566234588623,1526.3733179481037,0.55,True,,
1709287200000.0,BTCUSDT,1,0.4593632221221924,1528.1240483519985,0.55,True,,
1709288100000.0,BTCUSDT,1,-4.4762372970581055,1524.9478109836914,0.55,True,,
1709289000000.0,BTCUSDT,1,1.6881346702575684,1528.1452815775053,0.55,True,,
1709289900000.0,BTCUSDT,1,-3.8326642513275146,1524.4329298147447,0.55,True,,
1709290800000.0,BTCUSDT,1,-0.7929865121841431,1524.728849570577,0.55,True,,
1709291700000.0,BTCUSDT,1,1.0905706882476807,1527.4071155182603,0.55,True,,
1709292600000.0,BTCUSDT,1,-4.303873062133789,1523.502031593919,0.55,True,,
1709293500000.0,BTCUSDT,1,-0.19304755330085754,1524.4828902921297,0.55,True,,
1709294400000.0,BTCUSDT,1,-4.352136135101318,1521.5955589569985,0.55,True,,
1709295300000.0,BTCUSDT,1,2.3612215518951416,1525.1983819883753,0.55,True,,
1709296200000.0,BTCUSDT,1,-0.5374548435211182,1528.2522162253865,0.55,True,,
1709297100000.0,BTCUSDT,1,6.198225975036621,1537.0853248693875,0.55,True,,
1709298000000.0,BTCUSDT,1,-7.741949558258057,1530.6045861312818,0.55,True,,
1709298900000.0,BTCUSDT,1,1.1833934783935547,1533.7066514454627,0.55,True,,
1709299800000.0,BTCUSDT,1,4.493487358093262,1538.42580293374,0.55,True,,
1709300700000.0,BTCUSDT,1,-1.2294557094573975,1537.8707612352225,0.55,True,,
1709301600000.0,BTCUSDT,1,-2.6212058067321777,1536.2119772773021,0.55,True,,
1709302500000.0,BTCUSDT,1,-2.4446659088134766,1533.8448113835723,0.55,True,,
1709303400000.0,BTCUSDT,1,-4.8349151611328125,1533.6541929432296,0.55,True,,
1709304300000.0,BTCUSDT,1,-12.01050090789795,1522.231113887742,0.55,True,,
1709305200000.0,BTCUSDT,1,1.4069279432296753,1523.6759324894917,0.55,True,,
1709306100000.0,BTCUSDT,1,-0.7572189569473267,1523.5827369818644,0.55,True,,
1709307000000.0,BTCUSDT,1,-4.303305149078369,1521.9495097301594,0.55,True,,
1709307900000.0,BTCUSDT,1,-10.038437843322754,1515.382204855575,0.55,True,,
1709308800000.0,BTCUSDT,1,-10.31808090209961,1506.844631656341,0.55,True,,
1709309700000.0,BTCUSDT,1,3.543503761291504,1511.2239558142314,0.55,True,,
1709310600000.0,BTCUSDT,1,1.0105823278427124,1513.279733419075,0.55,True,,
1709311500000.0,BTCUSDT,1,-2.633528232574463,1510.7089785762091,0.55,True,,
1709312400000.0,BTCUSDT,1,-2.3757200241088867,1510.863375669773,0.55,True,,
1709313300000.0,BTCUSDT,1,5.586769104003906,1517.0864336331942,0.55,True,,
1709314200000.0,BTCUSDT,1,-1.3608864545822144,1518.65144561643,0.55,True,,
1709315100000.0,BTCUSDT,1,5.930229663848877,1525.847964284262,0.55,True,,
1709316000000.0,BTCUSDT,1,-4.035531997680664,1522.7334088504995,0.55,True,,
1709316900000.0,BTCUSDT,1,-0.11707738786935806,1524.998636152897,0.55,True,,
1709317800000.0,BTCUSDT,1,4.063288688659668,1530.8581355587294,0.55,True,,
1709318700000.0,BTCUSDT,1,3.5538458824157715,1535.2760830094712,0.55,True,,
1709319600000.0,BTCUSDT,1,-4.200533390045166,1533.1507450463575,0.55,True,,
1709320500000.0,BTCUSDT,1,-5.9847211837768555,1528.0466096415196,0.55,True,,
1709321400000.0,BTCUSDT,1,-5.004164218902588,1525.880726828696,0.55,True,,
1709322300000.0,BTCUSDT,1,5.918320655822754,1532.8617428948705,0.55,True,,
1709323200000.0,BTCUSDT,1,-3.4587976932525635,1530.2479451783788,0.55,True,,
1709324100000.0,BTCUSDT,1,0.08964496105909348,1532.3263010763073,0.55,True,,
1709325000000.0,BTCUSDT,1,4.059739589691162,1537.2177201369325,0.55,True,,
1709325900000.0,BTCUSDT,1,-0.7451097965240479,1539.263313490427,0.55,True,,
1709326800000.0,BTCUSDT,1,5.470516681671143,1546.1273067439315,0.55,True,,
1709327700000.0,BTCUSDT,1,-3.845783233642578,1542.6999218536391,0.55,True,,
1709328600000.0,BTCUSDT,1,-0.15493366122245789,1543.7290116290974,0.55,True,,
1709329500000.0,BTCUSDT,1,-4.159520149230957,1540.8167961325132,0.55,True,,
1709330400000.0,BTCUSDT,1,-3.37274432182312,1537.7489345304073,0.55,True,,
1709331300000.0,BTCUSDT,1,-1.9602000713348389,1536.9990469664588,0.55,True,,
1709332200000.0,BTCUSDT,1,-3.4771883487701416,1534.022171081593,0.55,True,,
1709333100000.0,BTCUSDT,1,0.519471287727356,1535.252736093643,0.55,True,,
1709334000000.0,BTCUSDT,1,0.039118241518735886,1537.0017371460603,0.55,True,,
1709334900000.0,BTCUSDT,1,3.205732583999634,1541.207352563961,0.55,True,,
1709335800000.0,BTCUSDT,1,-3.2512967586517334,1538.748048018876,0.55,True,,
1709336700000.0,BTCUSDT,1,-4.467648983001709,1534.340476975169,0.55,True,,
1709337600000.0,BTCUSDT,1,-0.60340416431427,1534.4882446975716,0.55,True,,
1709338500000.0,BTCUSDT,1,-1.9686707258224487,1532.6406677783239,0.55,True,,
1709339400000.0,BTCUSDT,1,-1.5496772527694702,1532.3428264652887,0.55,True,,
1709340300000.0,BTCUSDT,1,-4.3240065574646,1529.2638198334046,0.55,True,,
1709341200000.0,BTCUSDT,1,0.4915289580821991,1532.3260128427787,0.55,True,,
1709342100000.0,BTCUSDT,1,-7.213568210601807,1526.003226078412,0.55,True,,
1709343000000.0,BTCUSDT,1,2.144045114517212,1528.1941852082364,0.55,True,,
1709343900000.0,BTCUSDT,1,-0.9514073729515076,1528.3095746975769,0.55,True,,
1709344800000.0,BTCUSDT,1,-2.7170889377593994,1525.6856888075793,0.55,True,,
1709345700000.0,BTCUSDT,1,-0.8066245317459106,1525.456447074385,0.55,True,,
1709346600000.0,BTCUSDT,1,0.9756343960762024,1526.8765736705056,0.55,True,,
1709347500000.0,BTCUSDT,1,-1.8652619123458862,1525.7833038959805,0.55,True,,
1709348400000.0,BTCUSDT,1,1.6978880167007446,1527.6820903055016,0.55,True,,
1709349300000.0,BTCUSDT,1,-0.9115111827850342,1527.187961959392,0.55,True,,
1709350200000.0,BTCUSDT,1,-1.0159082412719727,1528.2145537109343,0.55,True,,
1709351100000.0,BTCUSDT,1,4.727429389953613,1533.2382719612526,0.55,True,,
1709352000000.0,BTCUSDT,1,-1.7914457321166992,1532.5095215227454,0.55,True,,
1709352900000.0,BTCUSDT,1,-3.2198915481567383,1529.895723806254,0.55,True,,
1709353800000.0,BTCUSDT,1,-1.7851579189300537,1528.404979995591,0.55,True,,
1709354700000.0,BTCUSDT,1,-0.6164863109588623,1529.1291186976384,0.55,True,,
1709355600000.0,BTCUSDT,1,-4.177000999450684,1525.8317271288095,0.55,True,,
1709356500000.0,BTCUSDT,1,-2.360746383666992,1523.6682462620586,0.55,True,,
1709357400000.0,BTCUSDT,1,-0.5567165613174438,1523.1830531553398,0.55,True,,
1709358300000.0,BTCUSDT,1,-1.0303325653076172,1523.0071346249633,0.55,True,,
1709359200000.0,BTCUSDT,1,1.7574090957641602,1525.108645283034,0.55,True,,
1709360100000.0,BTCUSDT,1,-1.2704471349716187,1525.9549950012688,0.55,True,,
1709361000000.0,BTCUSDT,1,3.759934902191162,1531.161453308811,0.55,True,,
1709361900000.0,BTCUSDT,1,-5.177741527557373,1527.6035947078403,0.55,True,,
1709362800000.0,BTCUSDT,1,-4.766947269439697,1523.619342640015,0.55,True,,
1709363700000.0,BTCUSDT,1,-1.9510102272033691,1521.6942309015353,0.55,True,,
1709364600000.0,BTCUSDT,1,-1.0122933387756348,1521.630531291683,0.55,True,,
1709365500000.0,BTCUSDT,1,1.8146387338638306,1523.963685629021,0.55,True,,
1709366400000.0,BTCUSDT,1,0.341938853263855,1525.2390229158693,0.55,True,,
1709367300000.0,BTCUSDT,1,-2.4096081256866455,1522.943242859425,0.55,True,,
1709368200000.0,BTCUSDT,1,-1.943291187286377,1522.6632720251719,0.55,True,,
1709369100000.0,BTCUSDT,1,2.752887487411499,1526.7543626543184,0.55,True,,
1709370000000.0,BTCUSDT,1,-3.4421379566192627,1523.46292791175,0.55,True,,
1709370900000.0,BTCUSDT,1,-0.8202301263809204,1523.8335962297147,0.55,True,,
1709371800000.0,BTCUSDT,1,-3.7265470027923584,1520.9044710327773,0.55,True,,
1709372700000.0,BTCUSDT,1,-2.8331298828125,1518.9431379475188,0.55,True,,
1709373600000.0,BTCUSDT,1,0.9855543375015259,1521.0874032456868,0.55,True,,
1709374500000.0,BTCUSDT,1,2.76054310798645,1523.9373603000624,0.55,True,,
