ts,frame,symbol,step,avg_reward,ep_rew_mean
2025-08-16T04:55:48.798199,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:48.798199,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:48.798199,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,-9.612112944782855e-14,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,-9.612112944782855e-14,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,-1.922422588956571e-13,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,-9.612112944782855e-14,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,-9.612112944782855e-14,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:50.943129,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:51.006900,1s,BTCUSDT,18,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,1.0737077730822026e-13,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,-1.0737077730822026e-13,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,1.0737077730822026e-13,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,1.0737077730822026e-13,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,-1.0737077730822026e-13,nan
2025-08-16T04:55:53.183076,1s,BTCUSDT,90,-1.0737077730822026e-13,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:53.283106,1s,BTCUSDT,36,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,-1.1751400362785408e-13,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,-1.1751400362785408e-13,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,-1.1751400362785408e-13,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,-1.1751400362785408e-13,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.213363,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:55.340038,1s,BTCUSDT,54,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,-1.268167699759043e-13,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,-1.268167699759043e-13,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:55:57.294955,1s,BTCUSDT,126,-1.268167699759043e-13,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,-9.612112944782855e-14,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,-9.612112944782855e-14,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,-1.922422588956571e-13,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,-9.612112944782855e-14,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,-9.612112944782855e-14,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:57.453613,1s,BTCUSDT,72,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,-1.354524809373328e-13,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,1.354524809373328e-13,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,1.354524809373328e-13,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,1.354524809373328e-13,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,2.709049618746656e-13,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,1.354524809373328e-13,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.578993,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,1.0737077730822026e-13,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,-1.0737077730822026e-13,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,1.0737077730822026e-13,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,0.0,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,1.0737077730822026e-13,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,-1.0737077730822026e-13,nan
2025-08-16T04:55:59.732974,1s,BTCUSDT,90,-1.0737077730822026e-13,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,1.4354175400382863e-13,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,-1.4354175400382863e-13,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,1.4354175400382863e-13,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,-1.4354175400382863e-13,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,-1.4354175400382863e-13,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:01.836118,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,-1.1751400362785408e-13,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,-1.1751400362785408e-13,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,-1.1751400362785408e-13,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,-1.1751400362785408e-13,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:02.027297,1s,BTCUSDT,108,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,-1.5117245020894454e-13,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,1.5117245020894454e-13,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,-1.5117245020894454e-13,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.092293,1s,BTCUSDT,180,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,-1.268167699759043e-13,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,-1.268167699759043e-13,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,0.0,nan
2025-08-16T04:56:04.266555,1s,BTCUSDT,126,-1.268167699759043e-13,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,-1.5841101759332676e-13,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,-1.5841101759332676e-13,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,1.5841101759332676e-13,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,0.0,nan
2025-08-16T04:56:06.148075,1s,BTCUSDT,198,-1.5841101759332676e-13,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,-1.354524809373328e-13,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,1.354524809373328e-13,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,1.354524809373328e-13,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,1.354524809373328e-13,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,2.709049618746656e-13,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,1.354524809373328e-13,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:06.317671,1s,BTCUSDT,144,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,1.6530907773291276e-13,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,-1.6530907773291276e-13,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,-1.6530907773291276e-13,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.294805,1s,BTCUSDT,216,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,1.4354175400382863e-13,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,-1.4354175400382863e-13,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,0.0,nan
2025-08-16T04:56:08.474991,1s,BTCUSDT,162,1.4354175400382863e-13,nan
