timestamp,price,signal,usdt,coin_value,total_value,note,source_file,pnl,status,price_change,coin_delta,usdt_delta,value_delta,pnl_class
2025-07-23 20:23:00,0.3852,SELL,1000.0,0.0,1000.0,➖ Hold,run_20250723_2130.csv,,,0.0,0.0,0.0,0.0,-1.0
2025-07-23 20:24:00,0.3834,SELL,1000.0,0.0,1000.0,➖ Hold,run_20250723_2130.csv,,,-0.004672897196261627,0.0,0.0,0.0,-1.0
2025-07-23 20:25:00,0.3823,SELL,1000.0,0.0,1000.0,➖ Hold,run_20250723_2130.csv,,,-0.002869066249348018,0.0,0.0,0.0,-1.0
2025-07-23 20:26:00,0.3798,SELL,1000.0,0.0,1000.0,➖ Hold,run_20250723_2130.csv,,,-0.006539366989275264,0.0,0.0,0.0,-1.0
2025-07-23 20:27:00,0.3802,HOLD,1000.0,0.0,1000.0,➖ Hold,run_20250723_2130.csv,,,0.0010531858873090716,0.0,0.0,0.0,-1.0
2025-07-23 20:28:00,0.3808,HOLD,1000.0,0.0,1000.0,➖ Hold,run_20250723_2130.csv,,,0.0015781167806419027,0.0,0.0,0.0,-1.0
2025-07-23 20:29:00,0.382,BUY,1000.0,999.0,1999.0,🟢 Bought,run_20250723_2130.csv,,,0.0031512605042016695,999.0,0.0,999.0,-1.0
2025-07-23 20:30:00,0.3813,SELL,996.1722023560208,0.0,996.1722023560208,🔴 Sold,run_20250723_2130.csv,,,-0.0018324607329843756,-999.0,-3.8277976439792383,-1002.8277976439792,-1.0
2025-07-23 20:31:00,0.3829,BUY,996.1722023560208,995.1760301536648,1991.3482325096857,🟢 Bought,run_20250723_2130.csv,,,0.004196170993968185,995.1760301536648,0.0,995.1760301536649,-1.0
2025-07-23 20:32:00,0.3835,BUY,0.0,996.7354598170032,996.7354598170032,➖ Hold,run_20250723_2130.csv,,,0.0015669887699136797,1.559429663338392,-996.1722023560208,-994.6127726926825,-1.0
2025-07-23 20:33:00,0.3812,SELL,989.7668884614322,0.0,989.7668884614322,🔴 Sold,run_20250723_2130.csv,,,-0.005997392438070515,-996.7354598170032,989.7668884614322,-6.96857135557093,-1.0
2025-07-23 20:34:00,0.3813,HOLD,989.7668884614322,0.0,989.7668884614322,➖ Hold,run_20250723_2130.csv,,,0.0002623294858341563,0.0,0.0,0.0,-1.0
2025-07-23 20:35:00,0.3807,HOLD,989.7668884614322,0.0,989.7668884614322,➖ Hold,run_20250723_2130.csv,,,-0.0015735641227380137,0.0,0.0,0.0,-1.0
2025-07-23 20:36:00,0.3835,BUY,989.7668884614322,988.7771215729708,1978.544010034403,🟢 Bought,run_20250723_2130.csv,,,0.007354872603099638,988.7771215729708,0.0,988.7771215729708,-1.0
2025-07-23 20:37:00,0.3802,SELL,979.288470822481,0.0,979.288470822481,🔴 Sold,run_20250723_2130.csv,,,-0.008604954367666284,-988.7771215729708,-10.478417638951214,-999.255539211922,-1.0
2025-07-23 20:38:00,0.3836,BUY,979.288470822481,978.3091823516588,1957.59765317414,🟢 Bought,run_20250723_2130.csv,,,0.008942661756970116,978.3091823516588,0.0,978.309182351659,-1.0
2025-07-23 20:39:00,0.3812,SELL,971.2161857459328,0.0,971.2161857459328,🔴 Sold,run_20250723_2130.csv,,,-0.006256517205422307,-978.3091823516588,-8.072285076548269,-986.3814674282073,-1.0
2025-07-23 20:40:00,0.3842,BUY,971.2161857459328,970.2449695601867,1941.4611553061195,🟢 Bought,run_20250723_2130.csv,,,0.007869884575026243,970.2449695601867,0.0,970.2449695601867,-1.0
